,mean_sea_ice_concentration,sea_ice_extent,miz_ice_extent
2011-11-04,0.931,392500000000.0,61250000000.0
2011-11-05,0.932,383750000000.0,66250000000.0
2011-11-06,0.884,405000000000.0,98750000000.0
2011-11-07,0.889,413125000000.0,94375000000.0
2011-11-08,0.897,416250000000.0,92500000000.0
2011-11-09,0.888,425000000000.0,94375000000.0
2011-11-10,0.887,430000000000.0,93125000000.0
2011-11-11,0.904,417500000000.0,84375000000.0
2011-11-12,0.891,429375000000.0,91250000000.0
2011-11-13,0.891,435625000000.0,89375000000.0
2011-11-14,0.9,443125000000.0,83750000000.0
2011-11-15,0.913,437500000000.0,74375000000.0
2011-11-16,0.888,456250000000.0,95000000000.0
2011-11-17,0.89,455625000000.0,92500000000.0
2011-11-18,0.893,453750000000.0,93125000000.0
2011-11-19,0.903,455625000000.0,85000000000.0
2011-11-20,0.907,450625000000.0,81875000000.0
2011-11-21,0.892,451875000000.0,95625000000.0
2011-11-22,0.88,458125000000.0,108750000000.0
2011-11-23,0.871,474375000000.0,111875000000.0
2011-11-24,0.883,463125000000.0,100625000000.0
2011-11-25,0.879,471250000000.0,98750000000.0
2011-11-26,0.884,471250000000.0,93750000000.0
2011-11-27,0.877,480625000000.0,100625000000.0
2011-11-28,0.875,485625000000.0,106250000000.0
2011-11-29,0.84,506875000000.0,143750000000.0
2011-11-30,0.844,473750000000.0,137500000000.0
2011-12-01,0.851,459375000000.0,127500000000.0
2011-12-02,0.862,459375000000.0,115625000000.0
2011-12-03,0.848,468750000000.0,128125000000.0
2011-12-04,0.848,466250000000.0,125625000000.0
2011-12-05,0.861,455000000000.0,105000000000.0
2011-12-06,0.876,453750000000.0,99375000000.0
2011-12-07,0.879,461875000000.0,96250000000.0
2011-12-08,0.871,465000000000.0,105625000000.0
2011-12-09,0.873,459375000000.0,105000000000.0
2011-12-10,0.889,448750000000.0,89375000000.0
2011-12-11,0.887,456875000000.0,97500000000.0
2011-12-12,0.892,459375000000.0,92500000000.0
2011-12-13,0.884,469375000000.0,101875000000.0
2011-12-14,0.887,457500000000.0,93750000000.0
2011-12-15,0.885,455000000000.0,94375000000.0
2011-12-16,0.89,450625000000.0,89375000000.0
2011-12-17,0.897,450000000000.0,84375000000.0
2011-12-18,0.897,456875000000.0,86875000000.0
2011-12-19,0.896,462500000000.0,93750000000.0
2011-12-20,0.9,460625000000.0,90000000000.0
2011-12-21,0.891,460000000000.0,89375000000.0
2011-12-22,0.895,454375000000.0,91875000000.0
2011-12-23,0.889,453125000000.0,93125000000.0
2011-12-24,0.884,453125000000.0,95000000000.0
2011-12-25,0.891,450625000000.0,93750000000.0
2011-12-26,0.879,460625000000.0,103750000000.0
2011-12-27,0.875,465000000000.0,106875000000.0
2011-12-28,0.898,462500000000.0,85625000000.0
2011-12-29,0.892,468750000000.0,91250000000.0
2011-12-30,0.89,467500000000.0,89375000000.0
2011-12-31,0.896,464375000000.0,87500000000.0
2012-01-01,0.879,446875000000.0,96875000000.0
2012-01-02,0.901,414375000000.0,75000000000.0
2012-01-03,0.899,411250000000.0,74375000000.0
2012-01-04,0.892,415000000000.0,78125000000.0
2012-01-05,0.899,407500000000.0,71250000000.0
2012-01-06,0.882,423125000000.0,82500000000.0
2012-01-07,0.884,433125000000.0,88125000000.0
2012-01-08,0.897,435625000000.0,84375000000.0
2012-01-09,0.883,427500000000.0,91875000000.0
2012-01-10,0.883,413125000000.0,88125000000.0
2012-01-11,0.886,415000000000.0,86875000000.0
2012-01-12,0.889,434375000000.0,88125000000.0
2012-01-13,0.902,442500000000.0,80625000000.0
2012-01-14,0.893,450000000000.0,88125000000.0
2012-01-15,0.892,463125000000.0,101250000000.0
2012-01-16,0.88,477500000000.0,110000000000.0
2012-01-17,0.893,480625000000.0,99375000000.0
2012-01-18,0.896,464375000000.0,91875000000.0
2012-01-19,0.89,458125000000.0,95000000000.0
2012-01-20,0.897,440000000000.0,81250000000.0
2012-01-21,0.898,443750000000.0,83125000000.0
2012-01-22,0.891,444375000000.0,88125000000.0
2012-01-23,0.894,444375000000.0,85625000000.0
2012-01-24,0.894,449375000000.0,84375000000.0
2012-01-25,0.888,459375000000.0,91250000000.0
2012-01-26,0.874,466250000000.0,103750000000.0
2012-01-27,0.901,436875000000.0,84375000000.0
2012-01-28,0.9,451875000000.0,87500000000.0
2012-01-29,0.921,432500000000.0,71250000000.0
2012-01-30,0.908,444375000000.0,76250000000.0
2012-01-31,0.895,458750000000.0,86875000000.0
2012-02-01,0.89,460625000000.0,90000000000.0
2012-02-02,0.897,458125000000.0,82500000000.0
2012-02-03,0.892,466875000000.0,87500000000.0
2012-02-04,0.893,466875000000.0,89375000000.0
2012-02-05,0.89,469375000000.0,93125000000.0
2012-02-06,0.896,473750000000.0,81875000000.0
2012-02-07,0.885,480000000000.0,102500000000.0
2012-02-08,0.893,484375000000.0,100000000000.0
2012-02-09,0.903,482500000000.0,89375000000.0
2012-02-10,0.906,485000000000.0,86250000000.0
2012-02-11,0.898,503125000000.0,89375000000.0
2012-02-12,0.895,519375000000.0,98125000000.0
2012-02-13,0.895,527500000000.0,100625000000.0
2012-02-14,0.901,513750000000.0,96875000000.0
2012-02-15,0.901,514375000000.0,91875000000.0
2012-02-16,0.887,518750000000.0,107500000000.0
2012-02-17,0.888,512500000000.0,105000000000.0
2012-02-18,0.891,509375000000.0,103750000000.0
2012-02-19,0.89,517500000000.0,110000000000.0
2012-02-20,0.881,525000000000.0,123125000000.0
2012-02-21,0.881,525000000000.0,118750000000.0
2012-02-22,0.882,526250000000.0,113125000000.0
2012-02-23,0.893,530000000000.0,105000000000.0
2012-02-24,0.892,528750000000.0,101875000000.0
2012-02-25,0.894,533750000000.0,105000000000.0
2012-02-26,0.892,525000000000.0,102500000000.0
2012-02-27,0.889,506250000000.0,107500000000.0
2012-02-28,0.885,496250000000.0,110625000000.0
2012-02-29,0.896,496250000000.0,103125000000.0
2012-03-01,0.888,507500000000.0,109375000000.0
2012-03-02,0.893,516250000000.0,103750000000.0
2012-03-03,0.919,491250000000.0,86250000000.0
2012-03-04,0.914,486250000000.0,85000000000.0
2012-03-05,0.892,496875000000.0,100000000000.0
2012-03-06,0.891,491875000000.0,95625000000.0
2012-03-07,0.895,465625000000.0,89375000000.0
2012-03-08,0.896,443125000000.0,82500000000.0
2012-03-09,0.887,444375000000.0,88750000000.0
2012-03-10,0.889,456250000000.0,89375000000.0
2012-03-11,0.879,470000000000.0,102500000000.0
2012-03-12,0.867,478125000000.0,112500000000.0
2012-03-13,0.883,478125000000.0,100000000000.0
2012-03-14,0.89,475000000000.0,93125000000.0
2012-03-15,0.885,473750000000.0,98750000000.0
2012-03-16,0.887,471875000000.0,97500000000.0
2012-03-17,0.878,492500000000.0,111875000000.0
2012-03-18,0.885,482500000000.0,101875000000.0
2012-03-19,0.884,497500000000.0,101875000000.0
2012-03-20,0.899,481250000000.0,92500000000.0
2012-03-21,0.904,473750000000.0,86250000000.0
2012-03-22,0.897,485000000000.0,92500000000.0
2012-03-23,0.898,494375000000.0,93125000000.0
2012-03-24,0.891,506875000000.0,101875000000.0
2012-03-25,0.912,495000000000.0,83750000000.0
2012-03-26,0.899,499375000000.0,93125000000.0
2012-03-27,0.906,495000000000.0,93125000000.0
2012-03-28,0.89,503125000000.0,105625000000.0
2012-03-29,0.876,510625000000.0,118750000000.0
2012-03-30,0.883,500625000000.0,109375000000.0
2012-03-31,0.888,505000000000.0,100625000000.0
2012-04-01,0.888,517500000000.0,103750000000.0
2012-04-02,0.897,521250000000.0,99375000000.0
2012-04-03,0.894,527500000000.0,101250000000.0
2012-04-04,0.891,522500000000.0,105625000000.0
2012-04-05,0.892,527500000000.0,107500000000.0
2012-04-06,0.887,536250000000.0,113750000000.0
2012-04-07,0.89,535000000000.0,112500000000.0
2012-04-08,0.895,528750000000.0,105000000000.0
2012-04-09,0.896,524375000000.0,105625000000.0
2012-04-10,0.892,519375000000.0,109375000000.0
2012-04-11,0.889,515000000000.0,108125000000.0
2012-04-12,0.898,513750000000.0,98125000000.0
2012-04-13,0.904,518750000000.0,96875000000.0
2012-04-14,0.901,533125000000.0,100625000000.0
2012-04-15,0.901,541875000000.0,101875000000.0
2012-04-16,0.905,553125000000.0,103125000000.0
2012-04-17,0.898,559375000000.0,105625000000.0
2012-04-18,0.898,555000000000.0,105625000000.0
2012-04-19,0.905,549375000000.0,101875000000.0
2012-04-20,0.908,541250000000.0,96875000000.0
2012-04-21,0.908,539375000000.0,96250000000.0
2012-04-22,0.907,545000000000.0,95000000000.0
2012-04-23,0.903,548750000000.0,100000000000.0
2012-04-24,0.909,552500000000.0,96250000000.0
2012-04-25,0.911,556875000000.0,96250000000.0
2012-04-26,0.909,548125000000.0,96250000000.0
2012-04-27,0.908,556875000000.0,96250000000.0
2012-04-28,0.906,561250000000.0,101875000000.0
2012-04-29,0.904,556875000000.0,101875000000.0
2012-04-30,0.901,563750000000.0,109375000000.0
2012-05-01,0.888,563125000000.0,113125000000.0
2012-05-02,0.89,565625000000.0,117500000000.0
2012-05-03,0.882,568125000000.0,131250000000.0
2012-05-04,0.882,562500000000.0,127500000000.0
2012-05-05,0.893,553750000000.0,114375000000.0
2012-05-06,0.895,550625000000.0,113125000000.0
2012-05-07,0.896,548750000000.0,113750000000.0
2012-05-08,0.895,550625000000.0,119375000000.0
2012-05-09,0.883,556875000000.0,140000000000.0
2012-05-10,0.876,564375000000.0,143750000000.0
2012-05-11,0.867,565625000000.0,152500000000.0
2012-05-12,0.873,561250000000.0,147500000000.0
2012-05-13,0.873,549375000000.0,140000000000.0
2012-05-14,0.86,545000000000.0,148125000000.0
2012-05-15,0.873,522500000000.0,129375000000.0
2012-05-16,0.891,513125000000.0,108125000000.0
2012-05-17,0.891,514375000000.0,113125000000.0
2012-05-18,0.898,511250000000.0,104375000000.0
2012-05-19,0.891,513125000000.0,109375000000.0
2012-05-20,0.894,509375000000.0,106875000000.0
2012-05-21,0.897,504375000000.0,115625000000.0
2012-05-22,0.884,510000000000.0,138750000000.0
2012-05-23,0.866,519375000000.0,167500000000.0
2012-05-24,0.861,527500000000.0,165625000000.0
2012-05-25,0.862,528125000000.0,165625000000.0
2012-05-26,0.844,535000000000.0,197500000000.0
2012-05-27,0.831,544375000000.0,201250000000.0
2012-05-28,0.822,550625000000.0,220625000000.0
2012-05-29,0.822,556875000000.0,223125000000.0
2012-05-30,0.832,556250000000.0,215625000000.0
2012-05-31,0.83,556250000000.0,217500000000.0
2012-06-01,0.843,555000000000.0,200000000000.0
2012-06-02,0.827,555000000000.0,236250000000.0
2012-06-03,0.86,550000000000.0,176250000000.0
2012-06-04,0.854,547500000000.0,180625000000.0
2012-06-05,0.864,537500000000.0,163125000000.0
2012-06-06,0.842,532500000000.0,193125000000.0
2012-06-07,0.847,524375000000.0,180000000000.0
2012-06-08,0.862,518750000000.0,155625000000.0
2012-06-09,0.868,522500000000.0,153125000000.0
2012-06-10,0.88,525625000000.0,133750000000.0
2012-06-11,0.872,527500000000.0,160000000000.0
2012-06-12,0.874,530000000000.0,140000000000.0
2012-06-13,0.886,530000000000.0,131875000000.0
2012-06-14,0.882,528750000000.0,147500000000.0
2012-06-15,0.878,528750000000.0,146875000000.0
2012-06-16,0.876,525625000000.0,155000000000.0
2012-06-17,0.862,540000000000.0,170625000000.0
2012-06-18,0.817,535625000000.0,251875000000.0
2012-06-19,0.799,549375000000.0,278750000000.0
2012-06-20,0.793,546875000000.0,276875000000.0
2012-06-21,0.789,555625000000.0,268125000000.0
2012-06-22,0.739,553750000000.0,388750000000.0
2012-06-23,0.721,560625000000.0,411250000000.0
2012-06-24,0.711,563750000000.0,401875000000.0
2012-06-25,0.709,561250000000.0,403125000000.0
2012-06-26,0.697,566250000000.0,408750000000.0
2012-06-27,0.704,560000000000.0,396875000000.0
2012-06-28,0.698,560625000000.0,396875000000.0
2012-06-29,0.7,547500000000.0,374375000000.0
2012-06-30,0.714,533125000000.0,358125000000.0
2012-07-01,0.726,518125000000.0,337500000000.0
2012-07-02,0.775,508750000000.0,271875000000.0
2012-07-03,0.766,510625000000.0,297500000000.0
2012-07-04,0.749,503125000000.0,305625000000.0
2012-07-05,0.754,499375000000.0,295625000000.0
2012-07-06,0.772,483125000000.0,271250000000.0
2012-07-07,0.75,501875000000.0,288750000000.0
2012-07-08,0.769,488750000000.0,264375000000.0
2012-07-09,0.754,502500000000.0,291250000000.0
2012-07-10,0.74,504375000000.0,298125000000.0
2012-07-11,0.722,483750000000.0,291875000000.0
2012-07-12,0.761,470000000000.0,263125000000.0
2012-07-13,0.757,461250000000.0,269375000000.0
2012-07-14,0.75,484375000000.0,281875000000.0
2012-07-15,0.739,483125000000.0,283750000000.0
2012-07-16,0.724,482500000000.0,304375000000.0
2012-07-17,0.724,468125000000.0,285000000000.0
2012-07-18,0.743,463750000000.0,270000000000.0
2012-07-19,0.752,459375000000.0,263750000000.0
2012-07-20,0.751,444375000000.0,261250000000.0
2012-07-21,0.743,431250000000.0,260625000000.0
2012-07-22,0.732,435000000000.0,261875000000.0
2012-07-23,0.748,420000000000.0,248750000000.0
2012-07-24,0.717,440625000000.0,285625000000.0
2012-07-25,0.697,439375000000.0,296875000000.0
2012-07-26,0.744,428750000000.0,248125000000.0
2012-07-27,0.718,435625000000.0,283125000000.0
2012-07-28,0.728,416875000000.0,256875000000.0
2012-07-29,0.73,368125000000.0,253125000000.0
2012-07-30,0.701,395000000000.0,308750000000.0
2012-07-31,0.736,363750000000.0,261250000000.0
2012-08-01,0.695,383750000000.0,283125000000.0
2012-08-02,0.716,388125000000.0,269375000000.0
2012-08-03,0.72,388125000000.0,265625000000.0
2012-08-04,0.684,380625000000.0,298125000000.0
2012-08-05,0.682,378750000000.0,290625000000.0
2012-08-06,0.707,373125000000.0,267500000000.0
2012-08-07,0.688,365000000000.0,257500000000.0
2012-08-08,0.667,337500000000.0,276250000000.0
2012-08-09,0.697,312500000000.0,264375000000.0
2012-08-10,0.703,333125000000.0,249375000000.0
2012-08-11,0.698,322500000000.0,243750000000.0
2012-08-12,0.686,308125000000.0,232500000000.0
2012-08-13,0.591,332500000000.0,302500000000.0
2012-08-14,0.633,336875000000.0,257500000000.0
2012-08-15,0.665,321250000000.0,235000000000.0
2012-08-16,0.624,331250000000.0,257500000000.0
2012-08-17,0.657,333125000000.0,241250000000.0
2012-08-18,0.636,340625000000.0,269375000000.0
2012-08-19,0.609,332500000000.0,270625000000.0
2012-08-20,0.605,338125000000.0,265000000000.0
2012-08-21,0.615,346875000000.0,273750000000.0
2012-08-22,0.62,350000000000.0,272500000000.0
2012-08-23,0.636,312500000000.0,244375000000.0
2012-08-24,0.629,325000000000.0,238125000000.0
2012-08-25,0.63,290000000000.0,222500000000.0
2012-08-26,0.649,301875000000.0,217500000000.0
2012-08-27,0.722,263125000000.0,168750000000.0
2012-08-28,0.676,268125000000.0,187500000000.0
2012-08-29,0.668,292500000000.0,202500000000.0
2012-08-30,0.732,285000000000.0,172500000000.0
2012-08-31,0.737,274375000000.0,166250000000.0
2012-09-01,0.673,267500000000.0,178125000000.0
2012-09-02,0.702,277500000000.0,166875000000.0
2012-09-03,0.773,311250000000.0,152500000000.0
2012-09-04,0.717,295000000000.0,173125000000.0
2012-09-05,0.709,278125000000.0,172500000000.0
2012-09-06,0.714,299375000000.0,188125000000.0
2012-09-07,0.769,309375000000.0,166250000000.0
2012-09-08,0.775,323125000000.0,160625000000.0
2012-09-09,0.718,346250000000.0,225000000000.0
2012-09-10,0.687,326875000000.0,221250000000.0
2012-09-11,0.706,318750000000.0,208750000000.0
2012-09-12,0.735,313125000000.0,185625000000.0
2012-09-13,0.761,321875000000.0,184375000000.0
2012-09-14,0.755,301875000000.0,185000000000.0
2012-09-15,0.706,321875000000.0,210625000000.0
2012-09-16,0.723,311875000000.0,196875000000.0
2012-09-17,0.711,298125000000.0,196875000000.0
2012-09-18,0.744,289375000000.0,169375000000.0
2012-09-19,0.74,297500000000.0,163750000000.0
2012-09-20,0.705,318750000000.0,193125000000.0
2012-09-21,0.722,312500000000.0,195000000000.0
2012-09-22,0.751,301250000000.0,158750000000.0
2012-09-23,0.803,325000000000.0,146875000000.0
2012-09-24,0.831,360625000000.0,129375000000.0
2012-09-25,0.837,361875000000.0,123750000000.0
2012-09-26,0.875,377500000000.0,109375000000.0
2012-09-27,0.87,387500000000.0,111250000000.0
2012-09-28,0.838,393750000000.0,142500000000.0
2012-09-29,0.826,385000000000.0,150625000000.0
2012-09-30,0.819,396250000000.0,171875000000.0
2012-10-01,0.817,403750000000.0,166875000000.0
2012-10-02,0.792,398125000000.0,168125000000.0
2012-10-03,0.822,379375000000.0,137500000000.0
2012-10-04,0.826,385000000000.0,142500000000.0
2012-10-05,0.847,396250000000.0,135000000000.0
2012-10-06,0.878,397500000000.0,107500000000.0
2012-10-07,0.849,416875000000.0,132500000000.0
2012-10-08,0.871,407500000000.0,115000000000.0
2012-10-09,0.878,411875000000.0,102500000000.0
2012-10-10,0.872,428125000000.0,111250000000.0
2012-10-11,0.859,441875000000.0,126875000000.0
2012-10-12,0.874,435625000000.0,115000000000.0
2012-10-13,0.872,430625000000.0,122500000000.0
2012-10-14,0.859,445000000000.0,131875000000.0
2012-10-15,0.864,458125000000.0,126250000000.0
2012-10-16,0.878,471875000000.0,111250000000.0
2012-10-17,0.886,473750000000.0,110625000000.0
2012-10-18,0.886,469375000000.0,107500000000.0
2012-10-19,0.886,471250000000.0,111250000000.0
2012-10-20,0.892,479375000000.0,106250000000.0
2012-10-21,0.891,481250000000.0,105625000000.0
2012-10-22,0.871,503750000000.0,129375000000.0
2012-10-23,0.879,501875000000.0,114375000000.0
2012-10-24,0.876,515625000000.0,125000000000.0
2012-10-25,0.862,511875000000.0,138125000000.0
2012-10-26,0.882,496250000000.0,113750000000.0
2012-10-27,0.878,490625000000.0,122500000000.0
2012-10-28,0.881,500625000000.0,119375000000.0
2012-10-29,0.881,501250000000.0,116250000000.0
2012-10-30,0.864,496875000000.0,129375000000.0
2012-10-31,0.872,473750000000.0,116250000000.0
2012-11-01,0.867,466875000000.0,123125000000.0
2012-11-02,0.866,460625000000.0,126250000000.0
2012-11-03,0.877,451875000000.0,110000000000.0
2012-11-04,0.891,451875000000.0,92500000000.0
2012-11-05,0.879,460000000000.0,110625000000.0
2012-11-06,0.89,460000000000.0,91250000000.0
2012-11-07,0.9,462500000000.0,86875000000.0
2012-11-08,0.893,475625000000.0,90000000000.0
2012-11-09,0.896,478125000000.0,88750000000.0
2012-11-10,0.894,478750000000.0,95625000000.0
2012-11-11,0.892,482500000000.0,91250000000.0
2012-11-12,0.892,492500000000.0,95000000000.0
2012-11-13,0.891,490625000000.0,96250000000.0
2012-11-14,0.9,487500000000.0,91250000000.0
2012-11-15,0.893,487500000000.0,99375000000.0
2012-11-16,0.872,485625000000.0,121875000000.0
2012-11-17,0.875,465000000000.0,106875000000.0
2012-11-18,0.87,460625000000.0,101875000000.0
2012-11-19,0.881,461250000000.0,100625000000.0
2012-11-20,0.891,458125000000.0,93125000000.0
2012-11-21,0.887,461875000000.0,99375000000.0
2012-11-22,0.899,453750000000.0,83125000000.0
2012-11-23,0.903,449375000000.0,86875000000.0
2012-11-24,0.888,442500000000.0,91250000000.0
2012-11-25,0.899,420625000000.0,82500000000.0
2012-11-26,0.889,421875000000.0,80625000000.0
2012-11-27,0.895,421875000000.0,76875000000.0
2012-11-28,0.898,421250000000.0,80625000000.0
2012-11-29,0.886,440625000000.0,101250000000.0
2012-11-30,0.89,443750000000.0,93750000000.0
2012-12-01,0.896,450000000000.0,88125000000.0
2012-12-02,0.908,447500000000.0,80625000000.0
2012-12-03,0.898,446875000000.0,89375000000.0
2012-12-04,0.9,455625000000.0,83125000000.0
2012-12-05,0.899,461250000000.0,79375000000.0
2012-12-06,0.9,469375000000.0,81875000000.0
2012-12-07,0.899,471875000000.0,81250000000.0
2012-12-08,0.89,477500000000.0,87500000000.0
2012-12-09,0.896,474375000000.0,86250000000.0
2012-12-10,0.897,485000000000.0,89375000000.0
2012-12-11,0.902,484375000000.0,85000000000.0
2012-12-12,0.897,493125000000.0,94375000000.0
2012-12-13,0.905,493125000000.0,95625000000.0
2012-12-14,0.9,498125000000.0,95625000000.0
2012-12-15,0.897,504375000000.0,95625000000.0
2012-12-16,0.889,499375000000.0,96875000000.0
2012-12-17,0.895,492500000000.0,90000000000.0
2012-12-18,0.893,497500000000.0,94375000000.0
2012-12-19,0.896,491250000000.0,91875000000.0
2012-12-20,0.908,483125000000.0,85000000000.0
2012-12-21,0.889,503125000000.0,106250000000.0
2012-12-22,0.905,493750000000.0,88750000000.0
2012-12-23,0.895,500000000000.0,95625000000.0
2012-12-24,0.887,503125000000.0,102500000000.0
2012-12-25,0.884,497500000000.0,104375000000.0
2012-12-26,0.88,500625000000.0,101250000000.0
2012-12-27,0.883,508125000000.0,103750000000.0
2012-12-28,0.882,512500000000.0,108750000000.0
2012-12-29,0.871,518125000000.0,117500000000.0
2012-12-30,0.868,511250000000.0,123750000000.0
2012-12-31,0.872,491250000000.0,117500000000.0
2013-01-01,0.874,480625000000.0,110625000000.0
2013-01-02,0.879,477500000000.0,109375000000.0
2013-01-03,0.889,484375000000.0,101250000000.0
2013-01-04,0.897,496250000000.0,96250000000.0
2013-01-05,0.899,488125000000.0,90625000000.0
2013-01-06,0.888,499375000000.0,105000000000.0
2013-01-07,0.889,515000000000.0,105625000000.0
2013-01-08,0.892,525625000000.0,104375000000.0
2013-01-09,0.894,526250000000.0,110000000000.0
2013-01-10,0.892,525625000000.0,113125000000.0
2013-01-11,0.887,550625000000.0,118750000000.0
2013-01-12,0.896,540625000000.0,110000000000.0
2013-01-13,0.887,533125000000.0,109375000000.0
2013-01-14,0.884,521250000000.0,104375000000.0
2013-01-15,0.898,514375000000.0,93750000000.0
2013-01-16,0.894,530625000000.0,101875000000.0
2013-01-17,0.901,521875000000.0,95625000000.0
2013-01-18,0.898,519375000000.0,90625000000.0
2013-01-19,0.903,518125000000.0,86875000000.0
2013-01-20,0.903,525000000000.0,94375000000.0
2013-01-21,0.883,541250000000.0,110625000000.0
2013-01-22,0.885,536250000000.0,106250000000.0
2013-01-23,0.892,536250000000.0,101250000000.0
2013-01-24,0.889,538750000000.0,101250000000.0
2013-01-25,0.886,545625000000.0,101250000000.0
2013-01-26,0.898,540000000000.0,98125000000.0
2013-01-27,0.897,541250000000.0,93125000000.0
2013-01-28,0.901,543125000000.0,91875000000.0
2013-01-29,0.906,538125000000.0,87500000000.0
2013-01-30,0.903,543125000000.0,90625000000.0
2013-01-31,0.903,545625000000.0,91250000000.0
2013-02-01,0.9,556250000000.0,94375000000.0
2013-02-02,0.904,562500000000.0,91250000000.0
2013-02-03,0.905,552500000000.0,92500000000.0
2013-02-04,0.911,548750000000.0,91250000000.0
2013-02-05,0.9,558750000000.0,101250000000.0
2013-02-06,0.906,556250000000.0,98125000000.0
2013-02-07,0.907,561875000000.0,96875000000.0
2013-02-08,0.909,565625000000.0,92500000000.0
2013-02-09,0.911,570625000000.0,97500000000.0
2013-02-10,0.911,568125000000.0,100625000000.0
2013-02-11,0.901,573750000000.0,107500000000.0
2013-02-12,0.899,573125000000.0,111250000000.0
2013-02-13,0.899,571250000000.0,110625000000.0
2013-02-14,0.896,578125000000.0,111875000000.0
2013-02-15,0.903,583125000000.0,105000000000.0
2013-02-16,0.902,581875000000.0,106875000000.0
2013-02-17,0.91,576875000000.0,101875000000.0
2013-02-18,0.913,580625000000.0,98125000000.0
2013-02-19,0.917,582500000000.0,95000000000.0
2013-02-20,0.9,575000000000.0,106875000000.0
2013-02-21,0.917,560625000000.0,90000000000.0
2013-02-22,0.899,568750000000.0,105625000000.0
2013-02-23,0.9,561875000000.0,105000000000.0
2013-02-24,0.899,564375000000.0,103750000000.0
2013-02-25,0.894,565000000000.0,106875000000.0
2013-02-26,0.904,558750000000.0,98125000000.0
2013-02-27,0.898,548125000000.0,95000000000.0
2013-02-28,0.888,546250000000.0,108750000000.0
2013-03-01,0.895,554375000000.0,103125000000.0
2013-03-02,0.896,554375000000.0,105625000000.0
2013-03-03,0.871,558750000000.0,126875000000.0
2013-03-04,0.867,551875000000.0,124375000000.0
2013-03-05,0.866,547500000000.0,129375000000.0
2013-03-06,0.869,536250000000.0,122500000000.0
2013-03-07,0.88,536250000000.0,110000000000.0
2013-03-08,0.886,543125000000.0,106250000000.0
2013-03-09,0.89,557500000000.0,105000000000.0
2013-03-10,0.894,571250000000.0,109375000000.0
2013-03-11,0.893,569375000000.0,109375000000.0
2013-03-12,0.9,566250000000.0,105000000000.0
2013-03-13,0.906,570000000000.0,101875000000.0
2013-03-14,0.905,575000000000.0,101250000000.0
2013-03-15,0.892,588125000000.0,111875000000.0
2013-03-16,0.879,581250000000.0,132500000000.0
2013-03-17,0.895,565625000000.0,114375000000.0
2013-03-18,0.88,565625000000.0,133125000000.0
2013-03-19,0.87,553125000000.0,141875000000.0
2013-03-20,0.896,515000000000.0,110000000000.0
2013-03-21,0.9,496875000000.0,93750000000.0
2013-03-22,0.906,500000000000.0,90625000000.0
2013-03-23,0.898,507500000000.0,100625000000.0
2013-03-24,0.894,520625000000.0,101250000000.0
2013-03-25,0.892,525000000000.0,106250000000.0
2013-03-26,0.886,530000000000.0,111875000000.0
2013-03-27,0.894,544375000000.0,105625000000.0
2013-03-28,0.889,558125000000.0,111250000000.0
2013-03-29,0.896,555000000000.0,115625000000.0
2013-03-30,0.895,554375000000.0,116250000000.0
2013-03-31,0.883,559375000000.0,123750000000.0
2013-04-01,0.895,568750000000.0,107500000000.0
2013-04-02,0.89,584375000000.0,121875000000.0
2013-04-03,0.893,588750000000.0,116875000000.0
2013-04-04,0.893,589375000000.0,119375000000.0
2013-04-05,0.877,587500000000.0,130625000000.0
2013-04-06,0.88,583125000000.0,125625000000.0
2013-04-07,0.9,585000000000.0,106875000000.0
2013-04-08,0.893,593125000000.0,116875000000.0
2013-04-09,0.889,590625000000.0,124375000000.0
2013-04-10,0.885,587500000000.0,126875000000.0
2013-04-11,0.883,589375000000.0,125625000000.0
2013-04-12,0.894,586250000000.0,108125000000.0
2013-04-13,0.894,586250000000.0,115000000000.0
2013-04-14,0.894,584375000000.0,111875000000.0
2013-04-15,0.903,581875000000.0,105000000000.0
2013-04-16,0.9,570000000000.0,109375000000.0
2013-04-17,0.897,561250000000.0,113125000000.0
2013-04-18,0.902,560625000000.0,100625000000.0
2013-04-19,0.91,570625000000.0,96250000000.0
2013-04-20,0.907,567500000000.0,100000000000.0
2013-04-21,0.918,545000000000.0,88125000000.0
2013-04-22,0.912,535625000000.0,85625000000.0
2013-04-23,0.898,533750000000.0,106250000000.0
2013-04-24,0.886,534375000000.0,117500000000.0
2013-04-25,0.879,542500000000.0,123125000000.0
2013-04-26,0.89,548125000000.0,114375000000.0
2013-04-27,0.879,555625000000.0,120625000000.0
2013-04-28,0.873,549375000000.0,136250000000.0
2013-04-29,0.882,547500000000.0,126875000000.0
2013-04-30,0.88,555625000000.0,130000000000.0
2013-05-01,0.878,557500000000.0,131875000000.0
2013-05-02,0.886,555000000000.0,125625000000.0
2013-05-03,0.874,548750000000.0,147500000000.0
2013-05-04,0.879,542500000000.0,131250000000.0
2013-05-05,0.88,533125000000.0,126250000000.0
2013-05-06,0.886,520625000000.0,117500000000.0
2013-05-07,0.895,519375000000.0,112500000000.0
2013-05-08,0.88,530625000000.0,132500000000.0
2013-05-09,0.867,535000000000.0,186875000000.0
2013-05-10,0.873,535000000000.0,170625000000.0
2013-05-11,0.865,534375000000.0,196250000000.0
2013-05-12,0.877,518750000000.0,184375000000.0
2013-05-13,0.885,507500000000.0,154375000000.0
2013-05-14,0.882,502500000000.0,150000000000.0
